19.364917 0.000000
19.360670 0.405548
19.347930 0.810919
19.326704 1.215933
19.297001 1.620414
19.258834 2.024185
19.212219 2.427068
19.157176 2.828886
19.093731 3.229463
19.021911 3.628624
18.941747 4.026193
18.853274 4.421996
18.756532 4.815859
18.651563 5.207610
18.538412 5.597077
18.417130 5.984088
18.287770 6.368475
18.150388 6.750069
18.005044 7.128701
17.851803 7.504207
17.690732 7.876421
17.521901 8.245181
17.345384 8.610323
17.161259 8.971689
16.969606 9.329120
16.770510 9.682458
16.564058 10.031550
16.350340 10.376241
16.129450 10.716381
15.901486 11.051821
15.666547 11.382412
15.424736 11.708012
15.176159 12.028475
14.920925 12.343662
14.659146 12.653436
14.390938 12.957658
14.116417 13.256198
13.835704 13.548922
13.548922 13.835704
13.256198 14.116417
12.957658 14.390938
12.653436 14.659146
12.343662 14.920925
12.028475 15.176159
11.708012 15.424736
11.382412 15.666547
11.051821 15.901486
10.716381 16.129450
10.376241 16.350340
10.031550 16.564058
9.682458 16.770510
9.329120 16.969606
8.971689 17.161259
8.610323 17.345384
8.245181 17.521901
7.876421 17.690732
7.504207 17.851803
7.128701 18.005044
6.750069 18.150388
6.368475 18.287770
5.984088 18.417130
5.597077 18.538412
5.207610 18.651563
4.815859 18.756532
4.421996 18.853274
4.026193 18.941747
3.628624 19.021911
3.229463 19.093731
2.828886 19.157176
2.427068 19.212219
2.024185 19.258834
1.620414 19.297001
1.215933 19.326704
0.810919 19.347930
0.405548 19.360670
0.000000 19.364917
-0.405548 19.360670
-0.810919 19.347930
-1.215933 19.326704
-1.620414 19.297001
-2.024185 19.258834
-2.427068 19.212219
-2.828886 19.157176
-3.229463 19.093731
-3.628624 19.021911
-4.026193 18.941747
-4.421996 18.853274
-4.815859 18.756532
-5.207610 18.651563
-5.597077 18.538412
-5.984088 18.417130
-6.368475 18.287770
-6.750069 18.150388
-7.128701 18.005044
-7.504207 17.851803
-7.876421 17.690732
-8.245181 17.521901
-8.610323 17.345384
-8.971689 17.161259
-9.329120 16.969606
-9.682458 16.770510
-10.031550 16.564058
-10.376241 16.350340
-10.716381 16.129450
-11.051821 15.901486
-11.382412 15.666547
-11.708012 15.424736
-12.028475 15.176159
-12.343662 14.920925
-12.653436 14.659146
-12.957658 14.390938
-13.256198 14.116417
-13.548922 13.835704
-13.835704 13.548922
-14.116417 13.256198
-14.390938 12.957658
-14.659146 12.653436
-14.920925 12.343662
-15.176159 12.028475
-15.424736 11.708012
-15.666547 11.382412
-15.901486 11.051821
-16.129450 10.716381
-16.350340 10.376241
-16.564058 10.031550
-16.770510 9.682458
-16.969606 9.329120
-17.161259 8.971689
-17.345384 8.610323
-17.521901 8.245181
-17.690732 7.876421
-17.851803 7.504207
-18.005044 7.128701
-18.150388 6.750069
-18.287770 6.368475
-18.417130 5.984088
-18.538412 5.597077
-18.651563 5.207610
-18.756532 4.815859
-18.853274 4.421996
-18.941747 4.026193
-19.021911 3.628624
-19.093731 3.229463
-19.157176 2.828886
-19.212219 2.427068
-19.258834 2.024185
-19.297001 1.620414
-19.326704 1.215933
-19.347930 0.810919
-19.360670 0.405548
-19.364917 0.000000
-19.360670 -0.405548
-19.347930 -0.810919
-19.326704 -1.215933
-19.297001 -1.620414
-19.258834 -2.024185
-19.212219 -2.427068
-19.157176 -2.828886
-19.093731 -3.229463
-19.021911 -3.628624
-18.941747 -4.026193
-18.853274 -4.421996
-18.756532 -4.815859
-18.651563 -5.207610
-18.538412 -5.597077
-18.417130 -5.984088
-18.287770 -6.368475
-18.150388 -6.750069
-18.005044 -7.128701
-17.851803 -7.504207
-17.690732 -7.876421
-17.521901 -8.245181
-17.345384 -8.610323
-17.161259 -8.971689
-16.969606 -9.329120
-16.770510 -9.682458
-16.564058 -10.031550
-16.350340 -10.376241
-16.129450 -10.716381
-15.901486 -11.051821
-15.666547 -11.382412
-15.424736 -11.708012
-15.176159 -12.028475
-14.920925 -12.343662
-14.659146 -12.653436
-14.390938 -12.957658
-14.116417 -13.256198
-13.835704 -13.548922
-13.548922 -13.835704
-13.256198 -14.116417
-12.957658 -14.390938
-12.653436 -14.659146
-12.343662 -14.920925
-12.028475 -15.176159
-11.708012 -15.424736
-11.382412 -15.666547
-11.051821 -15.901486
-10.716381 -16.129450
-10.376241 -16.350340
-10.031550 -16.564058
-9.682458 -16.770510
-9.329120 -16.969606
-8.971689 -17.161259
-8.610323 -17.345384
-8.245181 -17.521901
-7.876421 -17.690732
-7.504207 -17.851803
-7.128701 -18.005044
-6.750069 -18.150388
-6.368475 -18.287770
-5.984088 -18.417130
-5.597077 -18.538412
-5.207610 -18.651563
-4.815859 -18.756532
-4.421996 -18.853274
-4.026193 -18.941747
-3.628624 -19.021911
-3.229463 -19.093731
-2.828886 -19.157176
-2.427068 -19.212219
-2.024185 -19.258834
-1.620414 -19.297001
-1.215933 -19.326704
-0.810919 -19.347930
-0.405548 -19.360670
-0.000000 -19.364917
0.405548 -19.360670
0.810919 -19.347930
1.215933 -19.326704
1.620414 -19.297001
2.024185 -19.258834
2.427068 -19.212219
2.828886 -19.157176
3.229463 -19.093731
3.628624 -19.021911
4.026193 -18.941747
4.421996 -18.853274
4.815859 -18.756532
5.207610 -18.651563
5.597077 -18.538412
5.984088 -18.417130
6.368475 -18.287770
6.750069 -18.150388
7.128701 -18.005044
7.504207 -17.851803
7.876421 -17.690732
8.245181 -17.521901
8.610323 -17.345384
8.971689 -17.161259
9.329120 -16.969606
9.682458 -16.770510
10.031550 -16.564058
10.376241 -16.350340
10.716381 -16.129450
11.051821 -15.901486
11.382412 -15.666547
11.708012 -15.424736
12.028475 -15.176159
12.343662 -14.920925
12.653436 -14.659146
12.957658 -14.390938
13.256198 -14.116417
13.548922 -13.835704
13.835704 -13.548922
14.116417 -13.256198
14.390938 -12.957658
14.659146 -12.653436
14.920925 -12.343662
15.176159 -12.028475
15.424736 -11.708012
15.666547 -11.382412
15.901486 -11.051821
16.129450 -10.716381
16.350340 -10.376241
16.564058 -10.031550
16.770510 -9.682458
16.969606 -9.329120
17.161259 -8.971689
17.345384 -8.610323
17.521901 -8.245181
17.690732 -7.876421
17.851803 -7.504207
18.005044 -7.128701
18.150388 -6.750069
18.287770 -6.368475
18.417130 -5.984088
18.538412 -5.597077
18.651563 -5.207610
18.756532 -4.815859
18.853274 -4.421996
18.941747 -4.026193
19.021911 -3.628624
19.093731 -3.229463
19.157176 -2.828886
19.212219 -2.427068
19.258834 -2.024185
19.297001 -1.620414
19.326704 -1.215933
19.347930 -0.810919
19.360670 -0.405548
