5.00000e-05 1.00000e+00 -1.50000e-09
1.00000e-04 1.00000e+00 -1.19999e-08
1.50000e-04 1.00000e+00 -4.04993e-08
2.00000e-04 1.00000e+00 -9.59972e-08
2.50000e-04 1.00000e+00 -1.87492e-07
3.00000e-04 1.00000e+00 -3.23979e-07
3.50000e-04 1.00000e+00 -5.14454e-07
4.00000e-04 1.00000e+00 -7.67911e-07
4.50000e-04 1.00000e+00 -1.09334e-06
5.00000e-04 1.00000e+00 -1.49973e-06
5.50000e-04 1.00000e+00 -1.99606e-06
6.00000e-04 1.00000e+00 -2.59132e-06
6.50000e-04 1.00000e+00 -3.29449e-06
7.00000e-04 1.00000e+00 -4.11454e-06
7.50000e-04 1.00000e+00 -5.06044e-06
8.00000e-04 1.00000e+00 -6.14115e-06
8.50000e-04 1.00000e+00 -7.36564e-06
9.00000e-04 1.00000e+00 -8.74286e-06
9.50000e-04 1.00000e+00 -1.02818e-05
1.00000e-03 1.00000e+00 -1.19913e-05
1.05000e-03 1.00000e+00 -1.38804e-05
1.10000e-03 1.00000e+00 -1.59580e-05
1.15000e-03 1.00000e+00 -1.82330e-05
1.20000e-03 1.00000e+00 -2.07144e-05
1.25000e-03 1.00000e+00 -2.34110e-05
1.30000e-03 1.00000e+00 -2.63317e-05
1.35000e-03 1.00000e+00 -2.94855e-05
1.40000e-03 1.00000e+00 -3.28812e-05
1.45000e-03 1.00000e+00 -3.65278e-05
1.50000e-03 1.00000e+00 -4.04340e-05
1.55000e-03 1.00000e+00 -4.46087e-05
1.60000e-03 1.00000e+00 -4.90609e-05
1.65000e-03 1.00000e+00 -5.37992e-05
1.70000e-03 9.99999e-01 -5.88326e-05
1.75000e-03 9.99999e-01 -6.41699e-05
1.80000e-03 9.99999e-01 -6.98198e-05
1.85000e-03 9.99999e-01 -7.57912e-05
1.90000e-03 9.99999e-01 -8.20928e-05
1.95000e-03 9.99999e-01 -8.87335e-05
2.00000e-03 9.99999e-01 -9.57220e-05
2.05000e-03 9.99999e-01 -1.03067e-04
2.10000e-03 9.99999e-01 -1.10777e-04
2.15000e-03 9.99999e-01 -1.18861e-04
2.20000e-03 9.99999e-01 -1.27328e-04
2.25000e-03 9.99998e-01 -1.36187e-04
2.30000e-03 9.99998e-01 -1.45445e-04
